2019-01-16 13:01:37:352,Bendigo,Demigod
2019-01-16 13:01:37:352,Bendigo,Snowball
2019-01-16 13:01:37:353,Bendigo,Cinnamon
2019-01-16 13:01:37:354,Bendigo,Demigod
2019-01-16 13:01:37:354,Bendigo,Overdose
2019-01-16 13:01:37:355,Bendigo,Roach
2019-01-16 13:01:37:355,Bendigo,Invincible
2019-01-16 13:01:37:356,Bendigo,Snowball
2019-01-16 13:01:37:357,Bendigo,Invincible
2019-01-16 13:01:37:357,Bendigo,Cinnamon
2019-01-16 13:01:37:358,Bendigo,Invincible
2019-01-16 13:01:37:358,Bendigo,Demigod
2019-01-16 13:01:37:359,Bendigo,Kit-Kat
2019-01-16 13:01:37:359,Bendigo,Invincible
2019-01-16 13:01:37:360,Bendigo,Snowball
2019-01-16 13:01:37:360,Bendigo,Cinnamon
2019-01-16 13:01:37:361,Bendigo,Demigod
2019-01-16 13:01:37:362,Bendigo,Overdose
2019-01-16 13:01:37:362,Bendigo,Cinnamon
2019-01-16 13:01:37:363,Geelong,Kit-Kat
2019-01-16 13:01:37:363,Geelong,Roach
2019-01-16 13:01:37:364,Geelong,Kit-Kat
2019-01-16 13:01:37:364,Geelong,Kit-Kat
2019-01-16 13:01:37:365,Geelong,Demigod
2019-01-16 13:01:37:365,Geelong,Kit-Kat
2019-01-16 13:01:37:366,Geelong,Overdose
2019-01-16 13:01:37:367,Geelong,Cinnamon
2019-01-16 13:01:37:367,Geelong,Overdose
2019-01-16 13:01:37:368,Geelong,Cinnamon
2019-01-16 13:01:37:368,Geelong,Cinnamon
2019-01-16 13:01:37:369,Geelong,Invincible
2019-01-16 13:01:37:370,Geelong,Pony
2019-01-16 13:01:37:370,Geelong,Kit-Kat
2019-01-16 13:01:37:371,Geelong,Invincible
2019-01-16 13:01:37:371,Geelong,Pony
2019-01-16 13:01:37:372,Geelong,Snowball
2019-01-16 13:01:37:372,Geelong,Invincible
2019-01-16 13:01:37:373,Geelong,Invincible
2019-01-16 13:01:37:373,Geelong,Overdose
2019-01-16 13:01:37:374,Geelong,Invincible
2019-01-16 13:01:37:375,Geelong,Roach
2019-01-16 13:01:37:375,Geelong,Roach
2019-01-16 13:01:37:376,Geelong,Pony
2019-01-16 13:01:37:376,Geelong,Kit-Kat
2019-01-16 13:01:37:377,The Track,Cinnamon
2019-01-16 13:01:37:377,The Track,Snowball
2019-01-16 13:01:37:377,The Track,Kit-Kat
2019-01-16 13:01:37:378,The Track,Demigod
2019-01-16 13:01:37:378,The Track,Cinnamon
2019-01-16 13:01:37:378,The Track,Overdose
2019-01-16 13:01:37:379,The Track,Roach
2019-01-16 13:01:37:379,The Track,Kit-Kat
2019-01-16 13:01:37:380,The Track,Pony
2019-01-16 13:01:37:380,The Track,Invincible
2019-01-16 13:01:37:380,The Track,Snowball
2019-01-16 13:01:37:381,The Track,Demigod
2019-01-16 13:01:37:381,The Track,Invincible
2019-01-16 13:01:37:382,The Track,Kit-Kat
2019-01-16 13:01:37:382,The Track,Pony
2019-01-16 13:01:37:382,The Track,Pony
2019-01-16 13:01:37:383,The Track,Kit-Kat
2019-01-16 13:01:37:383,The Track,Demigod
2019-01-16 13:01:37:384,The Track,Demigod
2019-01-16 13:01:37:384,The Track,Invincible
2019-01-16 13:01:37:385,The Track,Pony
2019-01-16 13:01:37:385,The Track,Invincible
2019-01-16 13:01:37:386,The Track,Snowball
2019-01-16 13:01:37:386,The Track,Roach
2019-01-16 13:01:37:387,The Track,Cinnamon
2019-01-16 13:01:37:388,Kincsem Park,Demigod
2019-01-16 13:01:37:388,Kincsem Park,Cinnamon
2019-01-16 13:01:37:389,Kincsem Park,Cinnamon
2019-01-16 13:01:37:389,Kincsem Park,Roach
2019-01-16 13:01:37:390,Kincsem Park,Roach
2019-01-16 13:01:37:390,Kincsem Park,Pony
2019-01-16 13:01:37:390,Kincsem Park,Pony
2019-01-16 13:01:37:391,Kincsem Park,Overdose
2019-01-16 13:01:37:391,Kincsem Park,Demigod
2019-01-16 13:01:37:392,Kincsem Park,Cinnamon
2019-01-16 13:01:37:392,Kincsem Park,Snowball
2019-01-16 13:01:37:392,Kincsem Park,Cinnamon
2019-01-16 13:01:37:392,Kincsem Park,Roach
2019-01-16 13:01:37:393,Kincsem Park,Kit-Kat
2019-01-16 13:01:37:393,Kincsem Park,Kit-Kat
2019-01-16 13:01:37:393,Kincsem Park,Roach
2019-01-16 13:01:37:394,Kincsem Park,Overdose
2019-01-16 13:01:37:394,Kincsem Park,Cinnamon
2019-01-16 13:01:37:394,Kincsem Park,Roach
2019-01-16 13:01:37:394,Kincsem Park,Demigod
2019-01-16 13:01:37:395,Kincsem Park,Overdose
2019-01-16 13:01:37:395,Kincsem Park,Snowball
2019-01-16 13:01:37:395,Kincsem Park,Demigod
2019-01-16 13:01:37:395,Kincsem Park,Roach
2019-01-16 13:01:37:396,Kincsem Park,Overdose
2019-01-16 13:01:37:396,Ngong,Cinnamon
2019-01-16 13:01:37:397,Ngong,Invincible
2019-01-16 13:01:37:397,Ngong,Cinnamon
2019-01-16 13:01:37:398,Ngong,Roach
2019-01-16 13:01:37:398,Ngong,Roach
2019-01-16 13:01:37:398,Ngong,Overdose
2019-01-16 13:01:37:399,Ngong,Pony
2019-01-16 13:01:37:399,Ngong,Invincible
2019-01-16 13:01:37:399,Ngong,Cinnamon
2019-01-16 13:01:37:400,Ngong,Invincible
2019-01-16 13:01:37:400,Ngong,Invincible
2019-01-16 13:01:37:400,Ngong,Kit-Kat
2019-01-16 13:01:37:401,Ngong,Pony
2019-01-16 13:01:37:401,Ngong,Snowball
2019-01-16 13:01:37:402,Ngong,Roach
2019-01-16 13:01:37:402,Ngong,Invincible
2019-01-16 13:01:37:403,Ngong,Pony
2019-01-16 13:01:37:403,Ngong,Pony
2019-01-16 13:01:37:404,Ngong,Roach
2019-01-16 13:01:37:404,Ngong,Cinnamon
2019-01-16 13:01:37:404,Ngong,Pony
2019-01-16 13:01:37:405,Ngong,Demigod
2019-01-16 13:01:37:405,Ngong,Demigod
2019-01-16 13:01:37:405,Ngong,Invincible
2019-01-16 13:01:37:406,Ngong,Cinnamon
2019-01-16 13:01:51:679,Happy Valley,Cinnamon
2019-01-16 13:01:51:725,Happy Valley,Pony
2019-01-16 13:01:51:726,Happy Valley,Demigod
2019-01-16 13:01:51:727,Happy Valley,Demigod
2019-01-16 13:01:51:729,Happy Valley,Pony
2019-01-16 13:01:51:730,Happy Valley,Pony
2019-01-16 13:01:51:731,Happy Valley,Cinnamon
2019-01-16 13:01:51:732,Happy Valley,Snowball
2019-01-16 13:01:51:733,Happy Valley,Invincible
2019-01-16 13:01:51:734,Happy Valley,Roach
2019-01-16 13:01:51:735,Happy Valley,Kit-Kat
2019-01-16 13:01:51:736,Happy Valley,Snowball
2019-01-16 13:01:51:737,Happy Valley,Snowball
2019-01-16 13:01:51:738,Happy Valley,Overdose
2019-01-16 13:01:51:739,Happy Valley,Snowball
2019-01-16 13:01:51:740,Happy Valley,Snowball
2019-01-16 13:01:51:741,Happy Valley,Roach
2019-01-16 13:01:51:742,Happy Valley,Invincible
2019-01-16 13:01:51:744,Happy Valley,Kit-Kat
2019-01-16 13:01:51:745,Happy Valley,Pony
2019-01-16 13:01:51:747,Happy Valley,Overdose
2019-01-16 13:01:51:748,Happy Valley,Invincible
2019-01-16 13:01:51:749,Happy Valley,Overdose
2019-01-16 13:01:51:751,Happy Valley,Kit-Kat
2019-01-16 13:01:51:752,Happy Valley,Roach
2019-01-16 13:01:51:753,Happy Valley,Overdose
2019-01-16 13:01:51:754,Happy Valley,Snowball
2019-01-16 13:01:51:755,Happy Valley,Roach
2019-01-16 13:01:51:756,Happy Valley,Pony
2019-01-16 13:01:51:757,Happy Valley,Overdose
2019-01-16 13:01:51:758,Happy Valley,Overdose
2019-01-16 13:01:51:760,Happy Valley,Invincible
2019-01-16 13:01:51:761,Hippodrom,Invincible
2019-01-16 13:01:51:762,Hippodrom,Snowball
2019-01-16 13:01:51:763,Hippodrom,Invincible
2019-01-16 13:01:51:764,Hippodrom,Snowball
2019-01-16 13:01:51:766,Hippodrom,Demigod
2019-01-16 13:01:51:767,Hippodrom,Snowball
2019-01-16 13:01:51:768,Hippodrom,Invincible
2019-01-16 13:01:51:769,Hippodrom,Roach
2019-01-16 13:01:51:770,Hippodrom,Demigod
2019-01-16 13:01:51:771,Hippodrom,Overdose
2019-01-16 13:01:51:772,Hippodrom,Invincible
2019-01-16 13:01:51:774,Hippodrom,Snowball
2019-01-16 13:01:51:775,Hippodrom,Kit-Kat
2019-01-16 13:01:51:776,Hippodrom,Kit-Kat
2019-01-16 13:01:51:777,Hippodrom,Pony
2019-01-16 13:01:51:778,Hippodrom,Demigod
2019-01-16 13:01:51:779,Hippodrom,Invincible
2019-01-16 13:01:51:780,Hippodrom,Overdose
2019-01-16 13:01:51:782,Hippodrom,Cinnamon
2019-01-16 13:01:51:783,Hippodrom,Cinnamon
2019-01-16 13:01:51:784,Hippodrom,Kit-Kat
2019-01-16 13:01:51:785,Hippodrom,Invincible
2019-01-16 13:01:51:786,Hippodrom,Invincible
2019-01-16 13:01:51:787,Hippodrom,Snowball
2019-01-16 13:01:51:788,Hippodrom,Cinnamon
2019-01-16 13:01:51:790,Hippodrom,Invincible
2019-01-16 13:01:51:791,Hippodrom,Kit-Kat
2019-01-16 13:01:51:792,Hippodrom,Demigod
2019-01-16 13:01:51:793,Hippodrom,Pony
2019-01-16 13:01:51:794,Hippodrom,Overdose
2019-01-16 13:01:51:795,Hippodrom,Cinnamon
2019-01-16 13:01:51:796,Hippodrom,Cinnamon
2019-01-16 13:01:51:797,Rennbahn,Overdose
2019-01-16 13:01:51:798,Rennbahn,Roach
2019-01-16 13:01:51:799,Rennbahn,Kit-Kat
2019-01-16 13:01:51:800,Rennbahn,Pony
2019-01-16 13:01:51:802,Rennbahn,Cinnamon
2019-01-16 13:01:51:802,Rennbahn,Kit-Kat
2019-01-16 13:01:51:803,Rennbahn,Kit-Kat
2019-01-16 13:01:51:804,Rennbahn,Invincible
2019-01-16 13:01:51:805,Rennbahn,Cinnamon
2019-01-16 13:01:51:806,Rennbahn,Pony
2019-01-16 13:01:51:807,Rennbahn,Pony
2019-01-16 13:01:51:808,Rennbahn,Snowball
2019-01-16 13:01:51:809,Rennbahn,Kit-Kat
2019-01-16 13:01:51:810,Rennbahn,Invincible
2019-01-16 13:01:51:811,Rennbahn,Kit-Kat
2019-01-16 13:01:51:811,Rennbahn,Invincible
2019-01-16 13:01:51:812,Rennbahn,Invincible
2019-01-16 13:01:51:813,Rennbahn,Cinnamon
2019-01-16 13:01:51:814,Rennbahn,Overdose
2019-01-16 13:01:51:815,Rennbahn,Pony
2019-01-16 13:01:51:816,Rennbahn,Demigod
2019-01-16 13:01:51:817,Rennbahn,Snowball
2019-01-16 13:01:51:818,Rennbahn,Kit-Kat
2019-01-16 13:01:51:819,Rennbahn,Overdose
2019-01-16 13:01:51:819,Rennbahn,Demigod
2019-01-16 13:01:51:820,Rennbahn,Cinnamon
2019-01-16 13:01:51:821,Rennbahn,Snowball
2019-01-16 13:01:51:822,Rennbahn,Snowball
2019-01-16 13:01:51:823,Rennbahn,Overdose
2019-01-16 13:01:51:824,Rennbahn,Pony
2019-01-16 13:01:51:825,Rennbahn,Snowball
2019-01-16 13:01:51:825,Rennbahn,Snowball
2019-01-16 13:01:51:826,Churchill Downs,Invincible
2019-01-16 13:01:51:827,Churchill Downs,Pony
2019-01-16 13:01:51:828,Churchill Downs,Kit-Kat
2019-01-16 13:01:51:828,Churchill Downs,Overdose
2019-01-16 13:01:51:829,Churchill Downs,Snowball
2019-01-16 13:01:51:830,Churchill Downs,Pony
2019-01-16 13:01:51:831,Churchill Downs,Pony
2019-01-16 13:01:51:831,Churchill Downs,Invincible
2019-01-16 13:01:51:832,Churchill Downs,Kit-Kat
2019-01-16 13:01:51:833,Churchill Downs,Pony
2019-01-16 13:01:51:833,Churchill Downs,Kit-Kat
2019-01-16 13:01:51:838,Churchill Downs,Pony
2019-01-16 13:01:51:839,Churchill Downs,Pony
2019-01-16 13:01:51:839,Churchill Downs,Overdose
2019-01-16 13:01:51:840,Churchill Downs,Roach
2019-01-16 13:01:51:840,Churchill Downs,Overdose
2019-01-16 13:01:51:841,Churchill Downs,Cinnamon
2019-01-16 13:01:51:841,Churchill Downs,Overdose
2019-01-16 13:01:51:841,Churchill Downs,Kit-Kat
2019-01-16 13:01:51:842,Churchill Downs,Cinnamon
2019-01-16 13:01:51:842,Churchill Downs,Invincible
2019-01-16 13:01:51:843,Churchill Downs,Roach
2019-01-16 13:01:51:843,Churchill Downs,Roach
2019-01-16 13:01:51:844,Churchill Downs,Demigod
2019-01-16 13:01:51:844,Churchill Downs,Pony
2019-01-16 13:01:51:844,Churchill Downs,Invincible
2019-01-16 13:01:51:845,Churchill Downs,Pony
2019-01-16 13:01:51:845,Churchill Downs,Kit-Kat
2019-01-16 13:01:51:846,Churchill Downs,Kit-Kat
2019-01-16 13:01:51:846,Churchill Downs,Pony
2019-01-16 13:01:51:847,Churchill Downs,Invincible
2019-01-16 13:01:51:847,Churchill Downs,Roach
2019-01-16 13:01:51:848,Royal Bangkok,Kit-Kat
2019-01-16 13:01:51:848,Royal Bangkok,Roach
2019-01-16 13:01:51:848,Royal Bangkok,Invincible
2019-01-16 13:01:51:849,Royal Bangkok,Invincible
2019-01-16 13:01:51:849,Royal Bangkok,Overdose
2019-01-16 13:01:51:850,Royal Bangkok,Demigod
2019-01-16 13:01:51:850,Royal Bangkok,Kit-Kat
2019-01-16 13:01:51:850,Royal Bangkok,Demigod
2019-01-16 13:01:51:851,Royal Bangkok,Snowball
2019-01-16 13:01:51:852,Royal Bangkok,Snowball
2019-01-16 13:01:51:853,Royal Bangkok,Pony
2019-01-16 13:01:51:853,Royal Bangkok,Demigod
2019-01-16 13:01:51:854,Royal Bangkok,Kit-Kat
2019-01-16 13:01:51:855,Royal Bangkok,Demigod
2019-01-16 13:01:51:855,Royal Bangkok,Invincible
2019-01-16 13:01:51:856,Royal Bangkok,Pony
2019-01-16 13:01:51:856,Royal Bangkok,Overdose
2019-01-16 13:01:51:857,Royal Bangkok,Cinnamon
2019-01-16 13:01:51:858,Royal Bangkok,Overdose
2019-01-16 13:01:51:858,Royal Bangkok,Cinnamon
2019-01-16 13:01:51:859,Royal Bangkok,Invincible
2019-01-16 13:01:51:860,Royal Bangkok,Overdose
2019-01-16 13:01:51:860,Royal Bangkok,Kit-Kat
2019-01-16 13:01:51:861,Royal Bangkok,Roach
2019-01-16 13:01:51:861,Royal Bangkok,Snowball
2019-01-16 13:01:51:862,Royal Bangkok,Overdose
2019-01-16 13:01:51:863,Royal Bangkok,Invincible
2019-01-16 13:01:51:863,Royal Bangkok,Kit-Kat
2019-01-16 13:01:51:864,Royal Bangkok,Pony
2019-01-16 13:01:51:864,Royal Bangkok,Pony
2019-01-16 13:01:51:865,Royal Bangkok,Overdose
2019-01-16 13:01:51:866,Royal Bangkok,Pony
2019-01-16 13:01:51:866,Bendigo,Cinnamon
2019-01-16 13:01:51:867,Bendigo,Snowball
2019-01-16 13:01:51:867,Bendigo,Pony
2019-01-16 13:01:51:868,Bendigo,Pony
2019-01-16 13:01:51:868,Bendigo,Snowball
2019-01-16 13:01:51:869,Bendigo,Snowball
2019-01-16 13:01:51:870,Bendigo,Roach
2019-01-16 13:01:51:870,Bendigo,Cinnamon
2019-01-16 13:01:51:871,Bendigo,Pony
2019-01-16 13:01:51:871,Bendigo,Overdose
2019-01-16 13:01:51:872,Bendigo,Invincible
2019-01-16 13:01:51:873,Bendigo,Overdose
2019-01-16 13:01:51:873,Bendigo,Pony
2019-01-16 13:01:51:874,Bendigo,Kit-Kat
2019-01-16 13:01:51:875,Bendigo,Pony
2019-01-16 13:01:51:875,Bendigo,Snowball
2019-01-16 13:01:51:876,Bendigo,Pony
2019-01-16 13:01:51:876,Bendigo,Invincible
2019-01-16 13:01:51:877,Bendigo,Invincible
2019-01-16 13:01:51:878,Bendigo,Overdose
2019-01-16 13:01:51:878,Bendigo,Cinnamon
2019-01-16 13:01:51:879,Bendigo,Demigod
2019-01-16 13:01:51:879,Bendigo,Overdose
2019-01-16 13:01:51:880,Bendigo,Snowball
2019-01-16 13:01:51:880,Bendigo,Snowball
2019-01-16 13:01:51:881,Bendigo,Roach
2019-01-16 13:01:51:881,Bendigo,Overdose
2019-01-16 13:01:51:882,Bendigo,Pony
2019-01-16 13:01:51:882,Bendigo,Snowball
2019-01-16 13:01:51:883,Bendigo,Snowball
2019-01-16 13:01:51:883,Bendigo,Demigod
2019-01-16 13:01:51:884,Bendigo,Overdose
2019-01-16 13:01:51:885,Geelong,Kit-Kat
2019-01-16 13:01:51:885,Geelong,Demigod
2019-01-16 13:01:51:886,Geelong,Demigod
2019-01-16 13:01:51:886,Geelong,Cinnamon
2019-01-16 13:01:51:887,Geelong,Kit-Kat
2019-01-16 13:01:51:887,Geelong,Invincible
2019-01-16 13:01:51:888,Geelong,Roach
2019-01-16 13:01:51:888,Geelong,Pony
2019-01-16 13:01:51:889,Geelong,Kit-Kat
2019-01-16 13:01:51:889,Geelong,Kit-Kat
2019-01-16 13:01:51:890,Geelong,Roach
2019-01-16 13:01:51:890,Geelong,Roach
2019-01-16 13:01:51:891,Geelong,Cinnamon
2019-01-16 13:01:51:891,Geelong,Invincible
2019-01-16 13:01:51:892,Geelong,Snowball
2019-01-16 13:01:51:892,Geelong,Roach
2019-01-16 13:01:51:893,Geelong,Roach
2019-01-16 13:01:51:893,Geelong,Overdose
2019-01-16 13:01:51:894,Geelong,Snowball
2019-01-16 13:01:51:894,Geelong,Pony
2019-01-16 13:01:51:895,Geelong,Demigod
2019-01-16 13:01:51:895,Geelong,Invincible
2019-01-16 13:01:51:895,Geelong,Invincible
2019-01-16 13:01:51:896,Geelong,Kit-Kat
2019-01-16 13:01:51:896,Geelong,Invincible
2019-01-16 13:01:51:896,Geelong,Snowball
2019-01-16 13:01:51:897,Geelong,Roach
2019-01-16 13:01:51:897,Geelong,Invincible
2019-01-16 13:01:51:898,Geelong,Demigod
2019-01-16 13:01:51:898,Geelong,Roach
2019-01-16 13:01:51:899,Geelong,Roach
2019-01-16 13:01:51:899,Geelong,Kit-Kat
2019-01-16 13:01:51:900,The Track,Cinnamon
2019-01-16 13:01:51:900,The Track,Demigod
2019-01-16 13:01:51:900,The Track,Roach
2019-01-16 13:01:51:900,The Track,Overdose
2019-01-16 13:01:51:901,The Track,Roach
2019-01-16 13:01:51:901,The Track,Invincible
2019-01-16 13:01:51:901,The Track,Demigod
2019-01-16 13:01:51:902,The Track,Snowball
2019-01-16 13:01:51:902,The Track,Overdose
2019-01-16 13:01:51:902,The Track,Roach
2019-01-16 13:01:51:902,The Track,Pony
2019-01-16 13:01:51:903,The Track,Kit-Kat
2019-01-16 13:01:51:903,The Track,Snowball
2019-01-16 13:01:51:903,The Track,Pony
2019-01-16 13:01:51:904,The Track,Invincible
2019-01-16 13:01:51:904,The Track,Demigod
2019-01-16 13:01:51:904,The Track,Kit-Kat
2019-01-16 13:01:51:905,The Track,Snowball
2019-01-16 13:01:51:905,The Track,Roach
2019-01-16 13:01:51:905,The Track,Pony
2019-01-16 13:01:51:906,The Track,Overdose
2019-01-16 13:01:51:906,The Track,Kit-Kat
2019-01-16 13:01:51:907,The Track,Snowball
2019-01-16 13:01:51:907,The Track,Kit-Kat
2019-01-16 13:01:51:908,The Track,Overdose
2019-01-16 13:01:51:909,The Track,Cinnamon
2019-01-16 13:01:51:909,The Track,Invincible
2019-01-16 13:01:51:910,The Track,Overdose
2019-01-16 13:01:51:910,The Track,Roach
2019-01-16 13:01:51:911,The Track,Kit-Kat
2019-01-16 13:01:51:911,The Track,Overdose
2019-01-16 13:01:51:912,The Track,Overdose
2019-01-16 13:01:51:913,Kincsem Park,Kit-Kat
2019-01-16 13:01:51:913,Kincsem Park,Snowball
2019-01-16 13:01:51:914,Kincsem Park,Pony
